ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,gloss_in_source
STANDARD_GERMAN-12-1,,STANDARD_GERMAN,12,cvai,cvai,ts v ɐ i,,,,false,^ c v a i $,default,two
STANDARD_GERMAN-18-1,,STANDARD_GERMAN,18,mEnS,mEnS,m a n ʃ,,,,false,^ m E n S $,default,person
STANDARD_GERMAN-19-1,,STANDARD_GERMAN,19,fiS,fiS,f i ʃ,,,,false,^ f i S $,default,fish
STANDARD_GERMAN-21-1,,STANDARD_GERMAN,21,hunt,hunt,h u n t,,,,false,^ h u n t $,default,dog
STANDARD_GERMAN-22-1,,STANDARD_GERMAN,22,laus,laus,l ɐ u s,,,,false,^ l a u s $,default,louse
STANDARD_GERMAN-23-1,,STANDARD_GERMAN,23,baum,baum,b ɐ u m,,,,false,^ b a u m $,default,tree
STANDARD_GERMAN-25-1,,STANDARD_GERMAN,25,blat,blat,b l ɐ t,,,,false,^ b l a t $,default,leaf
STANDARD_GERMAN-28-1,,STANDARD_GERMAN,28,haut,haut,h ɐ u t,,,,false,^ h a u t $,default,skin
STANDARD_GERMAN-30-1,,STANDARD_GERMAN,30,blut,blut,b l u t,,,,false,^ b l u t $,default,blood
STANDARD_GERMAN-31-1,,STANDARD_GERMAN,31,knoX3n,knoX3n,k n o χ ə n,,,,false,^ k n o X 3 n $,default,bone
STANDARD_GERMAN-34-1,,STANDARD_GERMAN,34,horn,horn,h o r n,,,,false,^ h o r n $,default,horn
STANDARD_GERMAN-39-1,,STANDARD_GERMAN,39,or,or,o r,,,,false,^ o r $,default,ear
STANDARD_GERMAN-40-1,,STANDARD_GERMAN,40,aug3,aug3,ɐ u g ə,,,,false,^ a u g 3 $,default,eye
STANDARD_GERMAN-41-1,,STANDARD_GERMAN,41,naz3,naz3,n ɐ z ə,,,,false,^ n a z 3 $,default,nose
STANDARD_GERMAN-43-1,,STANDARD_GERMAN,43,chn,ch~an,tsʰ ɐ n,,,,false,^ ch~ a n $,default,tooth
STANDARD_GERMAN-44-1,,STANDARD_GERMAN,44,chN3,ch~uN3,tsʰ u ŋ ə,,,,false,^ ch~ u N 3 $,default,tongue
STANDARD_GERMAN-47-1,,STANDARD_GERMAN,47,kni,kni,k n i,,,,false,^ k n i $,default,knee
STANDARD_GERMAN-48-1,,STANDARD_GERMAN,48,hant,hant,h ɐ n t,,,,false,^ h a n t $,default,hand
STANDARD_GERMAN-51-1,,STANDARD_GERMAN,51,brust,brust,b r u s t,,,,false,^ b r u s t $,default,breast
STANDARD_GERMAN-53-1,,STANDARD_GERMAN,53,leb3r,leb3r,l e b ə r,,,,false,^ l e b 3 r $,default,liver
STANDARD_GERMAN-54-1,,STANDARD_GERMAN,54,triNk3n,triNk3n,t r i ŋ k ə n,,,,false,^ t r i N k 3 n $,default,drink
STANDARD_GERMAN-57-1,,STANDARD_GERMAN,57,ze3n,ze3n,z e ə n,,,,false,^ z e 3 n $,default,see
STANDARD_GERMAN-58-1,,STANDARD_GERMAN,58,her3n,her3n,h e r ə n,,,,false,^ h e r 3 n $,default,hear
STANDARD_GERMAN-61-1,,STANDARD_GERMAN,61,Sterb3n,Sterb3n,ʃ t e r b ə n,,,,false,^ S t e r b 3 n $,default,die
STANDARD_GERMAN-66-1,,STANDARD_GERMAN,66,khm3n,kh~om3n,kʰ o m ə n,,,,false,^ kh~ o m 3 n $,default,come
STANDARD_GERMAN-72-1,,STANDARD_GERMAN,72,zon3,zon3,z o n ə,,,,false,^ z o n 3 $,default,sun
STANDARD_GERMAN-74-1,,STANDARD_GERMAN,74,StErn,StErn,ʃ t a r n,,,,false,^ S t E r n $,default,star
STANDARD_GERMAN-75-1,,STANDARD_GERMAN,75,vas3r,vas3r,v ɐ s ə r,,,,false,^ v a s 3 r $,default,water
STANDARD_GERMAN-77-1,,STANDARD_GERMAN,77,Stain,Stain,ʃ t ɐ i n,,,,false,^ S t a i n $,default,stone
STANDARD_GERMAN-82-1,,STANDARD_GERMAN,82,foia,foia,f o i ɐ,,,,false,^ f o i a $,default,fire
STANDARD_GERMAN-85-1,,STANDARD_GERMAN,85,pft,pf~at,pf ɐ t,,,,false,^ pf~ a t $,default,path
STANDARD_GERMAN-85-2,,STANDARD_GERMAN,85,vek,vek,v e k,,,,false,^ v e k $,default,path
STANDARD_GERMAN-86-1,,STANDARD_GERMAN,86,bErk,bErk,b a r k,,,,false,^ b E r k $,default,mountain
STANDARD_GERMAN-92-1,,STANDARD_GERMAN,92,naXt,naXt,n ɐ χ t,,,,false,^ n a X t $,default,night
STANDARD_GERMAN-95-1,,STANDARD_GERMAN,95,fol,fol,f o l,,,,false,^ f o l $,default,full
STANDARD_GERMAN-96-1,,STANDARD_GERMAN,96,noi,noi,n o i,,,,false,^ n o i $,default,new
STANDARD_GERMAN-100-1,,STANDARD_GERMAN,100,nam3,nam3,n ɐ m ə,,,,false,^ n a m 3 $,default,name
